,system,latency,subset,ref,doc,level,metric,value,align
10612,UPV,high,nonn,ref,14_llibres-i-revistes-edb,document,bleu,8.5347,sent
10613,UPV,high,nonn,ref,15_brnkni,document,bleu,8.9687,sent
10614,UPV,high,nonn,ref,16_develop-most,document,bleu,18.5593,sent
10615,UPV,high,nonn,ref,17_tf-smart-team,document,bleu,32.8845,sent
10616,UPV,high,nonn,ref,18_tf-magic-world,document,bleu,26.8425,sent
10617,UPV,high,nonn,ref,19_be-beauty,document,bleu,13.6155,sent
10618,UPV,high,nonn,ref,20_mela-e-piu,document,bleu,1.8762,sent
10619,UPV,high,nonn,ref,21_hat-cap,document,bleu,12.5346,sent
10620,UPV,high,nonn,ref,22_new-design-world,document,bleu,27.1657,sent
10621,UPV,high,nonn,ref,23_pillowdream,document,bleu,18.0778,sent
10622,UPV,high,nonn,ref,24_mole-g-p-technologies,document,bleu,10.4874,sent
10623,UPV,high,nonn,ref,25_folkstyle,document,bleu,25.2909,sent
10624,UPV,high,nonn,ref,26_tabacco-shop,document,bleu,19.8761,sent
10625,UPV,high,nonn,ref,27_f-e-international-tour,document,bleu,23.3171,sent
10626,UPV,high,nonn,ref,28_samanka,document,bleu,12.4393,sent
10627,UPV,high,nonn,ref,29_salon-n-g,document,bleu,16.5219,sent
10628,UPV,high,nonn,ref,30_appolonas,document,bleu,36.2008,sent
10629,UPV,high,nonn,ref,31_devil-chocolate,document,bleu,30.0192,sent
10630,UPV,high,nonn,ref,32_ck-remoa,document,bleu,24.5053,sent
10631,UPV,high,nonn,ref,33_logistic-servis,document,bleu,11.8947,sent
10632,UPV,high,nonn,ref,34_kol_action_accessoires,document,bleu,15.2724,sent
10633,UPV,high,nonn,ref,35_f-e-time-travel-agency,document,bleu,21.4949,sent
10634,UPV,high,nonn,ref,36_step-house,document,bleu,41.8189,sent
10635,UPV,high,nonn,ref,37_caspowalk,document,bleu,21.9956,sent
10636,UPV,high,nonn,ref,38_seta,document,bleu,41.4937,sent
10637,UPV,high,nonn,ref,39_total-regal,document,bleu,18.0248,sent
10638,UPV,high,nonn,ref,austrian,document,bleu,31.7511,sent
10639,UPV,high,nonn,ref,belgian,document,bleu,21.586,sent
10640,UPV,high,nonn,ref,dutch,document,bleu,28.1429,sent
10641,UPV,high,nonn,ref,polish,document,bleu,28.8664,sent
10642,UPV,high,nonn,ref,romanian,document,bleu,22.3953,sent
10643,UPV,high,nonn,ref,spanish,document,bleu,16.3695,sent
10644,UPV,medium,nonn,intp,all-nonn,testset,chrf,36.3473,mwer
10645,FBK,high,nonn,ref+mw-intp,03_botel-proti-proudu,document,bleu,9.8397,sent+mw
10646,FBK,high,nonn,ref+mw-intp,04_g-t,document,bleu,26.3414,sent+mw
10647,FBK,high,nonn,ref+mw-intp,05_i-dodge,document,bleu,6.7927,sent+mw
10648,FBK,high,nonn,ref+mw-intp,06_masaze-petr-klic,document,bleu,17.5337,sent+mw
10649,FBK,high,nonn,ref+mw-intp,07_bucherinsel-west,document,bleu,19.0724,sent+mw
10650,FBK,high,nonn,ref+mw-intp,08_jizeran,document,bleu,27.7331,sent+mw
10651,FBK,high,nonn,ref+mw-intp,09_il-gabbiano,document,bleu,12.7431,sent+mw
10652,FBK,high,nonn,ref+mw-intp,10_magic-travel,document,bleu,13.1238,sent+mw
10653,FBK,high,nonn,ref+mw-intp,11_trefa,document,bleu,16.6596,sent+mw
10654,FBK,high,nonn,ref+mw-intp,12_fictionalcine,document,bleu,0.3261,sent+mw
10655,FBK,high,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bleu,9.6052,sent+mw
10656,FBK,high,nonn,ref+mw-intp,14_llibres-i-revistes-edb,document,bleu,3.3389,sent+mw
10657,FBK,high,nonn,ref+mw-intp,15_brnkni,document,bleu,12.2752,sent+mw
10658,FBK,high,nonn,ref+mw-intp,16_develop-most,document,bleu,18.427,sent+mw
10659,FBK,high,nonn,ref+mw-intp,17_tf-smart-team,document,bleu,24.2681,sent+mw
10660,FBK,high,nonn,ref+mw-intp,18_tf-magic-world,document,bleu,22.624,sent+mw
10661,FBK,high,nonn,ref+mw-intp,19_be-beauty,document,bleu,20.3849,sent+mw
10662,FBK,high,nonn,ref+mw-intp,20_mela-e-piu,document,bleu,1.976,sent+mw
10663,FBK,high,nonn,ref+mw-intp,21_hat-cap,document,bleu,17.7572,sent+mw
10664,FBK,high,nonn,ref+mw-intp,22_new-design-world,document,bleu,21.6552,sent+mw
10665,FBK,high,nonn,ref+mw-intp,23_pillowdream,document,bleu,8.7231,sent+mw
10666,FBK,high,nonn,ref+mw-intp,24_mole-g-p-technologies,document,bleu,17.2823,sent+mw
10667,FBK,high,nonn,ref+mw-intp,25_folkstyle,document,bleu,29.2346,sent+mw
10668,FBK,high,nonn,ref+mw-intp,26_tabacco-shop,document,bleu,24.6141,sent+mw
10669,FBK,high,nonn,ref+mw-intp,27_f-e-international-tour,document,bleu,16.3992,sent+mw
10670,FBK,high,nonn,ref+mw-intp,28_samanka,document,bleu,20.6376,sent+mw
10671,FBK,high,nonn,ref+mw-intp,29_salon-n-g,document,bleu,19.9827,sent+mw
10672,FBK,high,nonn,ref+mw-intp,30_appolonas,document,bleu,26.8322,sent+mw
10673,FBK,high,nonn,ref+mw-intp,31_devil-chocolate,document,bleu,35.3773,sent+mw
10674,FBK,high,nonn,ref+mw-intp,32_ck-remoa,document,bleu,17.1318,sent+mw
10675,FBK,high,nonn,ref+mw-intp,33_logistic-servis,document,bleu,10.0961,sent+mw
10676,FBK,high,nonn,ref+mw-intp,34_kol_action_accessoires,document,bleu,18.2226,sent+mw
10677,FBK,high,nonn,ref+mw-intp,35_f-e-time-travel-agency,document,bleu,16.4793,sent+mw
10678,FBK,high,nonn,ref+mw-intp,36_step-house,document,bleu,28.1698,sent+mw
10679,FBK,high,nonn,ref+mw-intp,37_caspowalk,document,bleu,23.4956,sent+mw
10680,FBK,high,nonn,ref+mw-intp,38_seta,document,bleu,13.9298,sent+mw
10681,FBK,high,nonn,ref+mw-intp,39_total-regal,document,bleu,18.535,sent+mw
10682,FBK,high,nonn,ref+mw-intp,austrian,document,bleu,30.0318,sent+mw
10683,FBK,high,nonn,ref+mw-intp,belgian,document,bleu,27.5736,sent+mw
10684,FBK,high,nonn,ref+mw-intp,dutch,document,bleu,30.0936,sent+mw
10685,FBK,high,nonn,ref+mw-intp,polish,document,bleu,29.4628,sent+mw
10686,FBK,high,nonn,ref+mw-intp,romanian,document,bleu,27.8119,sent+mw
10687,FBK,high,nonn,ref+mw-intp,spanish,document,bleu,21.7617,sent+mw
10688,NAIST,low,nat,ref,ted_37498,document,bleu,11.4029,sent
10689,NAIST,low,nat,ref,ted_39331,document,bleu,18.3078,sent
10690,NAIST,low,nat,ref,ted_42604,document,bleu,13.0433,sent
10691,NAIST,low,nat,ref,ted_45614,document,bleu,10.427,sent
10692,NAIST,low,nat,ref,ted_45973,document,bleu,11.3121,sent
10693,NAIST,low,nat,ref,ted_46528,document,bleu,8.8238,sent
10694,NAIST,low,nat,ref,ted_49440,document,bleu,15.8318,sent
10695,NAIST,low,nat,ref,ted_50853,document,bleu,8.9929,sent
10696,NAIST,low,nat,ref,ted_51101,document,bleu,16.0174,sent
10697,NAIST,low,nat,ref,ted_52268,document,bleu,17.8025,sent
10698,NAIST,low,nat,ref,ted_54706,document,bleu,9.6881,sent
10699,NAIST,low,nat,ref,ted_55061,document,bleu,18.239,sent
10700,NAIST,low,nat,ref,ted_56901,document,bleu,6.1191,sent
10701,NAIST,low,nat,ref,ted_57418,document,bleu,16.9205,sent
10702,NAIST,low,nat,ref,ted_60872,document,bleu,8.2487,sent
10703,NAIST,low,nat,ref,ted_62628,document,bleu,8.5484,sent
10704,NAIST,low,nat,ref,ted_63920,document,bleu,9.8603,sent
10705,NAIST,medium,nat,intp,ted_37498,document,chrf,35.1193,mwer
10706,NAIST,medium,nat,intp,ted_39331,document,chrf,34.591,mwer
10707,NAIST,medium,nat,intp,ted_42604,document,chrf,32.6049,mwer
10708,NAIST,medium,nat,intp,ted_45614,document,chrf,33.1809,mwer
10709,NAIST,medium,nat,intp,ted_45973,document,chrf,33.9852,mwer
10710,NAIST,medium,nat,intp,ted_46528,document,chrf,32.3045,mwer
10711,NAIST,medium,nat,intp,ted_49440,document,chrf,35.1496,mwer
10712,NAIST,medium,nat,intp,ted_50853,document,chrf,35.8425,mwer
10713,NAIST,medium,nat,intp,ted_51101,document,chrf,37.9482,mwer
10714,NAIST,medium,nat,intp,ted_52268,document,chrf,34.383,mwer
10715,NAIST,medium,nat,intp,ted_54706,document,chrf,29.4505,mwer
10716,NAIST,medium,nat,intp,ted_55061,document,chrf,34.457,mwer
10717,NAIST,medium,nat,intp,ted_56901,document,chrf,35.804,mwer
10718,NAIST,medium,nat,intp,ted_57418,document,chrf,35.3968,mwer
10719,NAIST,medium,nat,intp,ted_60872,document,chrf,37.4428,mwer
10720,NAIST,medium,nat,intp,ted_62628,document,chrf,39.6135,mwer
10721,NAIST,medium,nat,intp,ted_63920,document,chrf,32.5154,mwer
10722,CUNI-KIT,low,nat,intp,ted_37498,document,chrf,38.4579,mwer
10723,CUNI-KIT,low,nat,intp,ted_39331,document,chrf,41.0648,mwer
10724,CUNI-KIT,low,nat,intp,ted_42604,document,chrf,37.7019,mwer
10725,CUNI-KIT,low,nat,intp,ted_45614,document,chrf,39.147,mwer
10726,CUNI-KIT,low,nat,intp,ted_45973,document,chrf,40.927,mwer
10727,CUNI-KIT,low,nat,intp,ted_46528,document,chrf,36.5037,mwer
10728,CUNI-KIT,low,nat,intp,ted_49440,document,chrf,38.6611,mwer
10729,CUNI-KIT,low,nat,intp,ted_50853,document,chrf,40.5198,mwer
10730,CUNI-KIT,low,nat,intp,ted_51101,document,chrf,40.1279,mwer
10731,CUNI-KIT,low,nat,intp,ted_52268,document,chrf,39.8498,mwer
10732,CUNI-KIT,low,nat,intp,ted_54706,document,chrf,34.8783,mwer
10733,CUNI-KIT,low,nat,intp,ted_55061,document,chrf,38.9566,mwer
10734,CUNI-KIT,low,nat,intp,ted_56901,document,chrf,40.2466,mwer
10735,CUNI-KIT,low,nat,intp,ted_57418,document,chrf,39.5493,mwer
10736,CUNI-KIT,low,nat,intp,ted_60872,document,chrf,43.0109,mwer
10737,CUNI-KIT,low,nat,intp,ted_62628,document,chrf,41.674,mwer
10738,CUNI-KIT,low,nat,intp,ted_63920,document,chrf,37.8726,mwer
10739,HW-TSC,low,nat,intp,ted_37498,document,bleu,8.665,mwer
10740,HW-TSC,low,nat,intp,ted_39331,document,bleu,8.4591,mwer
10741,HW-TSC,low,nat,intp,ted_42604,document,bleu,6.6084,mwer
10742,HW-TSC,low,nat,intp,ted_45614,document,bleu,8.876,mwer
10743,HW-TSC,low,nat,intp,ted_45973,document,bleu,6.0699,mwer
10744,HW-TSC,low,nat,intp,ted_46528,document,bleu,6.2491,mwer
10745,HW-TSC,low,nat,intp,ted_49440,document,bleu,7.3941,mwer
10746,HW-TSC,low,nat,intp,ted_50853,document,bleu,7.2863,mwer
10747,HW-TSC,low,nat,intp,ted_51101,document,bleu,6.4182,mwer
10748,HW-TSC,low,nat,intp,ted_52268,document,bleu,6.8318,mwer
10749,HW-TSC,low,nat,intp,ted_54706,document,bleu,4.7725,mwer
10750,HW-TSC,low,nat,intp,ted_55061,document,bleu,8.398,mwer
10751,HW-TSC,low,nat,intp,ted_56901,document,bleu,5.9539,mwer
10752,HW-TSC,low,nat,intp,ted_57418,document,bleu,7.4121,mwer
10753,HW-TSC,low,nat,intp,ted_60872,document,bleu,8.0999,mwer
10754,HW-TSC,low,nat,intp,ted_62628,document,bleu,6.8399,mwer
10755,HW-TSC,low,nat,intp,ted_63920,document,bleu,5.179,mwer
10756,FBK,medium,nonn,ref+mw-intp,03_botel-proti-proudu,document,bleu,10.7397,sent+mw
10757,FBK,medium,nonn,ref+mw-intp,04_g-t,document,bleu,26.0664,sent+mw
10758,FBK,medium,nonn,ref+mw-intp,05_i-dodge,document,bleu,7.5746,sent+mw
10759,FBK,medium,nonn,ref+mw-intp,06_masaze-petr-klic,document,bleu,11.9897,sent+mw
10760,FBK,medium,nonn,ref+mw-intp,07_bucherinsel-west,document,bleu,11.5491,sent+mw
10761,FBK,medium,nonn,ref+mw-intp,08_jizeran,document,bleu,25.2453,sent+mw
10762,FBK,medium,nonn,ref+mw-intp,09_il-gabbiano,document,bleu,10.1645,sent+mw
10763,FBK,medium,nonn,ref+mw-intp,10_magic-travel,document,bleu,10.6303,sent+mw
10764,FBK,medium,nonn,ref+mw-intp,11_trefa,document,bleu,17.2238,sent+mw
10765,FBK,medium,nonn,ref+mw-intp,12_fictionalcine,document,bleu,0.3261,sent+mw
10766,FBK,medium,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bleu,6.3547,sent+mw
10767,FBK,medium,nonn,ref+mw-intp,14_llibres-i-revistes-edb,document,bleu,7.6746,sent+mw
10768,FBK,medium,nonn,ref+mw-intp,15_brnkni,document,bleu,11.2922,sent+mw
10769,FBK,medium,nonn,ref+mw-intp,16_develop-most,document,bleu,14.72,sent+mw
10770,FBK,medium,nonn,ref+mw-intp,17_tf-smart-team,document,bleu,17.1568,sent+mw
10771,FBK,medium,nonn,ref+mw-intp,18_tf-magic-world,document,bleu,18.7236,sent+mw
10772,FBK,medium,nonn,ref+mw-intp,19_be-beauty,document,bleu,18.8009,sent+mw
10773,FBK,medium,nonn,ref+mw-intp,20_mela-e-piu,document,bleu,1.3181,sent+mw
10774,FBK,medium,nonn,ref+mw-intp,21_hat-cap,document,bleu,8.109,sent+mw
10775,FBK,medium,nonn,ref+mw-intp,22_new-design-world,document,bleu,22.5661,sent+mw
10776,FBK,medium,nonn,ref+mw-intp,23_pillowdream,document,bleu,6.9216,sent+mw
10777,FBK,medium,nonn,ref+mw-intp,24_mole-g-p-technologies,document,bleu,10.8662,sent+mw
10778,FBK,medium,nonn,ref+mw-intp,25_folkstyle,document,bleu,28.1805,sent+mw
10779,FBK,medium,nonn,ref+mw-intp,26_tabacco-shop,document,bleu,33.1267,sent+mw
10780,FBK,medium,nonn,ref+mw-intp,27_f-e-international-tour,document,bleu,10.5618,sent+mw
10781,FBK,medium,nonn,ref+mw-intp,28_samanka,document,bleu,13.4203,sent+mw
10782,FBK,medium,nonn,ref+mw-intp,29_salon-n-g,document,bleu,18.0977,sent+mw
10783,FBK,medium,nonn,ref+mw-intp,30_appolonas,document,bleu,19.7036,sent+mw
10784,FBK,medium,nonn,ref+mw-intp,31_devil-chocolate,document,bleu,26.6963,sent+mw
10785,FBK,medium,nonn,ref+mw-intp,32_ck-remoa,document,bleu,13.5019,sent+mw
10786,FBK,medium,nonn,ref+mw-intp,33_logistic-servis,document,bleu,11.2857,sent+mw
10787,FBK,medium,nonn,ref+mw-intp,34_kol_action_accessoires,document,bleu,15.2605,sent+mw
10788,FBK,medium,nonn,ref+mw-intp,35_f-e-time-travel-agency,document,bleu,14.0334,sent+mw
10789,FBK,medium,nonn,ref+mw-intp,36_step-house,document,bleu,32.153,sent+mw
10790,FBK,medium,nonn,ref+mw-intp,37_caspowalk,document,bleu,17.1869,sent+mw
10791,FBK,medium,nonn,ref+mw-intp,38_seta,document,bleu,13.2444,sent+mw
10792,FBK,medium,nonn,ref+mw-intp,39_total-regal,document,bleu,16.9119,sent+mw
10793,FBK,medium,nonn,ref+mw-intp,austrian,document,bleu,21.7878,sent+mw
10794,FBK,medium,nonn,ref+mw-intp,belgian,document,bleu,21.4646,sent+mw
10795,FBK,medium,nonn,ref+mw-intp,dutch,document,bleu,24.7257,sent+mw
10796,FBK,medium,nonn,ref+mw-intp,polish,document,bleu,22.7468,sent+mw
10797,FBK,medium,nonn,ref+mw-intp,romanian,document,bleu,21.3213,sent+mw
10798,FBK,medium,nonn,ref+mw-intp,spanish,document,bleu,19.0184,sent+mw
10799,CUNI-KIT,low,nat,ref+mw-intp,ted_37498,document,chrf,50.512,sent+mw
10800,CUNI-KIT,low,nat,ref+mw-intp,ted_39331,document,chrf,60.6495,sent+mw
10801,CUNI-KIT,low,nat,ref+mw-intp,ted_42604,document,chrf,57.5236,sent+mw
10802,CUNI-KIT,low,nat,ref+mw-intp,ted_45614,document,chrf,53.2987,sent+mw
10803,CUNI-KIT,low,nat,ref+mw-intp,ted_45973,document,chrf,51.4035,sent+mw
10804,CUNI-KIT,low,nat,ref+mw-intp,ted_46528,document,chrf,52.469,sent+mw
10805,CUNI-KIT,low,nat,ref+mw-intp,ted_49440,document,chrf,56.5652,sent+mw
10806,CUNI-KIT,low,nat,ref+mw-intp,ted_50853,document,chrf,51.6495,sent+mw
10807,CUNI-KIT,low,nat,ref+mw-intp,ted_51101,document,chrf,54.5764,sent+mw
10808,CUNI-KIT,low,nat,ref+mw-intp,ted_52268,document,chrf,56.958,sent+mw
10809,CUNI-KIT,low,nat,ref+mw-intp,ted_54706,document,chrf,46.7239,sent+mw
10810,CUNI-KIT,low,nat,ref+mw-intp,ted_55061,document,chrf,52.221,sent+mw
10811,CUNI-KIT,low,nat,ref+mw-intp,ted_56901,document,chrf,47.595,sent+mw
10812,CUNI-KIT,low,nat,ref+mw-intp,ted_57418,document,chrf,55.9854,sent+mw
10813,CUNI-KIT,low,nat,ref+mw-intp,ted_60872,document,chrf,52.3706,sent+mw
10814,CUNI-KIT,low,nat,ref+mw-intp,ted_62628,document,chrf,50.3918,sent+mw
10815,CUNI-KIT,low,nat,ref+mw-intp,ted_63920,document,chrf,50.7693,sent+mw
10816,NAIST,medium,nat,intp,all-nat,testset,chrf,34.7773,mwer
10817,FBK,high,nonn,ref+mw-intp,all-nonn,testset,bleu,21.7617,sent+mw
10818,UPV,low,nat,ref,all-nat,testset,bleu,13.6668,sent
10819,NAIST,medium,nat,ref+mw-intp,ted_37498,document,bleu,19.643,sent+mw
10820,NAIST,medium,nat,ref+mw-intp,ted_39331,document,bleu,25.2887,sent+mw
10821,NAIST,medium,nat,ref+mw-intp,ted_42604,document,bleu,21.5286,sent+mw
10822,NAIST,medium,nat,ref+mw-intp,ted_45614,document,bleu,19.2092,sent+mw
10823,NAIST,medium,nat,ref+mw-intp,ted_45973,document,bleu,19.544,sent+mw
10824,NAIST,medium,nat,ref+mw-intp,ted_46528,document,bleu,15.7937,sent+mw
10825,NAIST,medium,nat,ref+mw-intp,ted_49440,document,bleu,22.4358,sent+mw
10826,NAIST,medium,nat,ref+mw-intp,ted_50853,document,bleu,15.5173,sent+mw
10827,NAIST,medium,nat,ref+mw-intp,ted_51101,document,bleu,22.741,sent+mw
10828,NAIST,medium,nat,ref+mw-intp,ted_52268,document,bleu,25.6989,sent+mw
10829,NAIST,medium,nat,ref+mw-intp,ted_54706,document,bleu,13.5611,sent+mw
10830,NAIST,medium,nat,ref+mw-intp,ted_55061,document,bleu,23.2011,sent+mw
10831,NAIST,medium,nat,ref+mw-intp,ted_56901,document,bleu,12.5261,sent+mw
10832,NAIST,medium,nat,ref+mw-intp,ted_57418,document,bleu,22.1668,sent+mw
10833,NAIST,medium,nat,ref+mw-intp,ted_60872,document,bleu,17.3005,sent+mw
10834,NAIST,medium,nat,ref+mw-intp,ted_62628,document,bleu,18.7408,sent+mw
10835,NAIST,medium,nat,ref+mw-intp,ted_63920,document,bleu,13.9705,sent+mw
10836,NAIST,low,nonn,intp,all-nonn,testset,chrf,30.1431,mwer
10837,UPV,medium,nat,ref,ted_37498,document,bleu,17.835,sent
10838,UPV,medium,nat,ref,ted_39331,document,bleu,33.8226,sent
10839,UPV,medium,nat,ref,ted_42604,document,bleu,22.6718,sent
10840,UPV,medium,nat,ref,ted_45614,document,bleu,15.7547,sent
10841,UPV,medium,nat,ref,ted_45973,document,bleu,16.4307,sent
10842,UPV,medium,nat,ref,ted_46528,document,bleu,16.6246,sent
10843,UPV,medium,nat,ref,ted_49440,document,bleu,24.146,sent
10844,UPV,medium,nat,ref,ted_50853,document,bleu,14.4058,sent
10845,UPV,medium,nat,ref,ted_51101,document,bleu,21.0318,sent
10846,UPV,medium,nat,ref,ted_52268,document,bleu,33.7592,sent
10847,UPV,medium,nat,ref,ted_54706,document,bleu,13.9002,sent
10848,UPV,medium,nat,ref,ted_55061,document,bleu,26.9128,sent
10849,UPV,medium,nat,ref,ted_56901,document,bleu,8.4329,sent
10850,UPV,medium,nat,ref,ted_57418,document,bleu,20.666,sent
10851,UPV,medium,nat,ref,ted_60872,document,bleu,13.3968,sent
10852,UPV,medium,nat,ref,ted_62628,document,bleu,13.2799,sent
10853,UPV,medium,nat,ref,ted_63920,document,bleu,14.6044,sent
10854,CUNI-KIT,medium,nat,ref+mw-intp,all-nat,testset,bleu,22.4795,sent+mw
10855,HW-TSC,high,nat,ref,all-nat,testset,bleu,19.2801,sent
10856,CUNI-KIT,high,nat,ref+mw-intp,ted_37498,document,bleu,29.2404,sent+mw
10857,CUNI-KIT,high,nat,ref+mw-intp,ted_39331,document,bleu,43.1546,sent+mw
10858,CUNI-KIT,high,nat,ref+mw-intp,ted_42604,document,bleu,31.9417,sent+mw
10859,CUNI-KIT,high,nat,ref+mw-intp,ted_45614,document,bleu,24.9083,sent+mw
10860,CUNI-KIT,high,nat,ref+mw-intp,ted_45973,document,bleu,27.8086,sent+mw
10861,CUNI-KIT,high,nat,ref+mw-intp,ted_46528,document,bleu,23.8869,sent+mw
10862,CUNI-KIT,high,nat,ref+mw-intp,ted_49440,document,bleu,32.5026,sent+mw
10863,CUNI-KIT,high,nat,ref+mw-intp,ted_50853,document,bleu,23.0153,sent+mw
10864,CUNI-KIT,high,nat,ref+mw-intp,ted_51101,document,bleu,28.8012,sent+mw
10865,CUNI-KIT,high,nat,ref+mw-intp,ted_52268,document,bleu,37.3229,sent+mw
10866,CUNI-KIT,high,nat,ref+mw-intp,ted_54706,document,bleu,18.9478,sent+mw
10867,CUNI-KIT,high,nat,ref+mw-intp,ted_55061,document,bleu,34.0441,sent+mw
10868,CUNI-KIT,high,nat,ref+mw-intp,ted_56901,document,bleu,14.2946,sent+mw
10869,CUNI-KIT,high,nat,ref+mw-intp,ted_57418,document,bleu,29.5646,sent+mw
10870,CUNI-KIT,high,nat,ref+mw-intp,ted_60872,document,bleu,24.6877,sent+mw
10871,CUNI-KIT,high,nat,ref+mw-intp,ted_62628,document,bleu,22.4637,sent+mw
10872,CUNI-KIT,high,nat,ref+mw-intp,ted_63920,document,bleu,23.4358,sent+mw
10873,UPV,high,nat,intp,ted_37498,document,bleu,12.8607,mwer
10874,UPV,high,nat,intp,ted_39331,document,bleu,12.8459,mwer
10875,UPV,high,nat,intp,ted_42604,document,bleu,9.0371,mwer
10876,UPV,high,nat,intp,ted_45614,document,bleu,11.5778,mwer
10877,UPV,high,nat,intp,ted_45973,document,bleu,12.1972,mwer
10878,UPV,high,nat,intp,ted_46528,document,bleu,8.4317,mwer
10879,UPV,high,nat,intp,ted_49440,document,bleu,10.9448,mwer
10880,UPV,high,nat,intp,ted_50853,document,bleu,7.9791,mwer
10881,UPV,high,nat,intp,ted_51101,document,bleu,9.4192,mwer
10882,UPV,high,nat,intp,ted_52268,document,bleu,10.3016,mwer
10883,UPV,high,nat,intp,ted_54706,document,bleu,7.1034,mwer
10884,UPV,high,nat,intp,ted_55061,document,bleu,11.4138,mwer
10885,UPV,high,nat,intp,ted_56901,document,bleu,8.1659,mwer
10886,UPV,high,nat,intp,ted_57418,document,bleu,10.4751,mwer
10887,UPV,high,nat,intp,ted_60872,document,bleu,12.1653,mwer
10888,UPV,high,nat,intp,ted_62628,document,bleu,11.341,mwer
10889,UPV,high,nat,intp,ted_63920,document,bleu,6.7562,mwer
10890,FBK,low,nonn,ref,all-nonn,testset,chrf,27.3042,sent
10891,CUNI-KIT,low,nat,intp,all-nat,testset,bleu,8.9237,mwer
10892,UPV,medium,nonn,ref+mw-intp,all-nonn,testset,chrf,44.958,sent+mw
10893,FBK,high,nat,intp,all-nat,testset,chrf,39.7619,mwer
10894,CUNI-KIT,low,nonn,intp,all-nonn,testset,chrf,38.2234,mwer
10895,UPV,high,nonn,ref,all-nonn,testset,chrf,49.8465,sent
10896,NAIST,medium,nonn,intp,all-nonn,testset,chrf,28.0352,mwer
10897,HW-TSC,medium,nonn,ref,all-nonn,testset,chrf,39.602,sent
10898,FBK,low,nat,intp,all-nat,testset,chrf,23.0353,mwer
10899,CUNI-KIT,medium,nonn,ref+mw-intp,all-nonn,testset,bleu,22.1257,sent+mw
10900,UPV,high,nonn,ref+mw-intp,03_botel-proti-proudu,document,bleu,20.3478,sent+mw
10901,UPV,high,nonn,ref+mw-intp,04_g-t,document,bleu,31.3351,sent+mw
10902,UPV,high,nonn,ref+mw-intp,05_i-dodge,document,bleu,15.3524,sent+mw
10903,UPV,high,nonn,ref+mw-intp,06_masaze-petr-klic,document,bleu,25.4887,sent+mw
10904,UPV,high,nonn,ref+mw-intp,07_bucherinsel-west,document,bleu,37.8782,sent+mw
10905,UPV,high,nonn,ref+mw-intp,08_jizeran,document,bleu,32.5974,sent+mw
10906,UPV,high,nonn,ref+mw-intp,09_il-gabbiano,document,bleu,6.0361,sent+mw
10907,UPV,high,nonn,ref+mw-intp,10_magic-travel,document,bleu,29.2403,sent+mw
10908,UPV,high,nonn,ref+mw-intp,11_trefa,document,bleu,27.7777,sent+mw
10909,UPV,high,nonn,ref+mw-intp,12_fictionalcine,document,bleu,28.7444,sent+mw
10910,UPV,high,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bleu,14.7007,sent+mw
10911,UPV,high,nonn,ref+mw-intp,14_llibres-i-revistes-edb,document,bleu,12.6797,sent+mw
10912,UPV,high,nonn,ref+mw-intp,15_brnkni,document,bleu,18.8095,sent+mw
10913,UPV,high,nonn,ref+mw-intp,16_develop-most,document,bleu,20.6215,sent+mw
10914,UPV,high,nonn,ref+mw-intp,17_tf-smart-team,document,bleu,35.4057,sent+mw
10915,UPV,high,nonn,ref+mw-intp,18_tf-magic-world,document,bleu,30.0924,sent+mw
10916,UPV,high,nonn,ref+mw-intp,19_be-beauty,document,bleu,19.776,sent+mw
10917,UPV,high,nonn,ref+mw-intp,20_mela-e-piu,document,bleu,16.8725,sent+mw
10918,UPV,high,nonn,ref+mw-intp,21_hat-cap,document,bleu,20.2257,sent+mw
10919,UPV,high,nonn,ref+mw-intp,22_new-design-world,document,bleu,37.6325,sent+mw
10920,UPV,high,nonn,ref+mw-intp,23_pillowdream,document,bleu,24.6937,sent+mw
10921,UPV,high,nonn,ref+mw-intp,24_mole-g-p-technologies,document,bleu,17.5069,sent+mw
10922,UPV,high,nonn,ref+mw-intp,25_folkstyle,document,bleu,28.8726,sent+mw
10923,UPV,high,nonn,ref+mw-intp,26_tabacco-shop,document,bleu,25.9403,sent+mw
10924,UPV,high,nonn,ref+mw-intp,27_f-e-international-tour,document,bleu,30.3209,sent+mw
10925,UPV,high,nonn,ref+mw-intp,28_samanka,document,bleu,18.5232,sent+mw
10926,UPV,high,nonn,ref+mw-intp,29_salon-n-g,document,bleu,18.7518,sent+mw
10927,UPV,high,nonn,ref+mw-intp,30_appolonas,document,bleu,39.4987,sent+mw
10928,UPV,high,nonn,ref+mw-intp,31_devil-chocolate,document,bleu,36.4959,sent+mw
